id,display_name,works_api_url,h_index,works_count,country_code,cited_by_count
https://openalex.org/A5011169770,Masashi Toyoda,https://api.openalex.org/works?filter=author.id:A5011169770,34,209,JP,4534
https://openalex.org/A5079221037,Stocking Galen,https://api.openalex.org/works?filter=author.id:A5079221037,3,13,US,119
https://openalex.org/A5015211752,Aaron Smith,https://api.openalex.org/works?filter=author.id:A5015211752,37,157,GB,5022
https://openalex.org/A5088276589,Amin Mekacher,https://api.openalex.org/works?filter=author.id:A5088276589,3,11,GB,67
https://openalex.org/A5068182184,Andrea Baronchelli,https://api.openalex.org/works?filter=author.id:A5068182184,40,242,GB,5714
https://openalex.org/A5064475993,Giona Casiraghi,https://api.openalex.org/works?filter=author.id:A5064475993,6,45,CH,115
https://openalex.org/A5075527094,Luca Verginer,https://api.openalex.org/works?filter=author.id:A5075527094,5,34,CH,163
https://openalex.org/A5007282319,Talal Rahwan,https://api.openalex.org/works?filter=author.id:A5007282319,22,140,AE,2167
https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,11,31,AE,771
https://openalex.org/A5040551932,Sylvain Fontaine,https://api.openalex.org/works?filter=author.id:A5040551932,1,10,FR,11
https://openalex.org/A5076281398,Floriana Gargiulo,https://api.openalex.org/works?filter=author.id:A5076281398,14,81,FR,572
https://openalex.org/A5084860941,Michel Dubois,https://api.openalex.org/works?filter=author.id:A5084860941,23,176,FR,46422
https://openalex.org/A5065919650,Paola Tubaro,https://api.openalex.org/works?filter=author.id:A5065919650,15,197,FR,780
https://openalex.org/A5021877724,José Miguel Acosta-Córdova,https://api.openalex.org/works?filter=author.id:A5021877724,1,2,US,3
https://openalex.org/A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,11,57,US,435
https://openalex.org/A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,CN,472587
https://openalex.org/A5067953991,Aliakbar Akbaritabar,https://api.openalex.org/works?filter=author.id:A5067953991,7,39,DE,160
https://openalex.org/A5050554579,Andrés F. Castro Torres,https://api.openalex.org/works?filter=author.id:A5050554579,6,55,ES,125
https://openalex.org/A5068542997,Vincent Larivière,https://api.openalex.org/works?filter=author.id:A5068542997,58,501,CA,13439
https://openalex.org/A5029483412,Cassidy R. Sugimoto,https://api.openalex.org/works?filter=author.id:A5029483412,43,282,US,8292
https://openalex.org/A5061970875,Sam Zhang,https://api.openalex.org/works?filter=author.id:A5061970875,62,639,CN,15129
https://openalex.org/A5011588754,Nicholas LaBerge,https://api.openalex.org/works?filter=author.id:A5011588754,3,11,US,82
https://openalex.org/A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,29,113,US,5357
https://openalex.org/A5014647140,Aaron Clauset,https://api.openalex.org/works?filter=author.id:A5014647140,43,201,US,22717
https://openalex.org/A5033716467,Edmond Awad,https://api.openalex.org/works?filter=author.id:A5033716467,11,56,GB,1361
https://openalex.org/A5050902528,Indrajeet Patil,https://api.openalex.org/works?filter=author.id:A5050902528,18,85,DE,3106
https://openalex.org/A5031982402,Erez Yoeli,https://api.openalex.org/works?filter=author.id:A5031982402,13,45,US,1106
https://openalex.org/A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,39,303,DE,8505
https://openalex.org/A5039162249,Elohim Fonseca dos Reis,https://api.openalex.org/works?filter=author.id:A5039162249,3,15,GB,54
https://openalex.org/A5004784121,Alex Teytelboym,https://api.openalex.org/works?filter=author.id:A5004784121,1,4,US,3
https://openalex.org/A5063098095,Abeer ElBahrawy,https://api.openalex.org/works?filter=author.id:A5063098095,6,17,GB,377
https://openalex.org/A5068182184,Andrea Baronchelli,https://api.openalex.org/works?filter=author.id:A5068182184,40,242,GB,5714
https://openalex.org/A5066444267,Alejandro Ortega‐Beltran,https://api.openalex.org/works?filter=author.id:A5066444267,19,76,NG,1207
https://openalex.org/A5082860684,Kathyrn R. Fair,https://api.openalex.org/works?filter=author.id:A5082860684,1,5,GB,59
https://openalex.org/A5006404917,Steffen Thiel,https://api.openalex.org/works?filter=author.id:A5006404917,78,451,DK,20183
https://openalex.org/A5010925987,Nikolitsa Grigoropoulou,https://api.openalex.org/works?filter=author.id:A5010925987,2,5,DE,27
https://openalex.org/A5089872149,Mario Luis Small,https://api.openalex.org/works?filter=author.id:A5089872149,32,99,US,7067
https://openalex.org/A5072696264,Ida Perrotta,https://api.openalex.org/works?filter=author.id:A5072696264,27,151,IT,10930
https://openalex.org/A5033208803,Tom Theile,https://api.openalex.org/works?filter=author.id:A5033208803,3,9,DE,59
https://openalex.org/A5063557800,Kiran Garimella,https://api.openalex.org/works?filter=author.id:A5063557800,29,208,US,41668
https://openalex.org/A5033656008,Ingmar Weber,https://api.openalex.org/works?filter=author.id:A5033656008,39,272,DE,6653
https://openalex.org/A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,29,167,DE,2310
https://openalex.org/A5003896967,Lavinia Rossi Mori,https://api.openalex.org/works?filter=author.id:A5003896967,1,3,IT,2
https://openalex.org/A5070657345,Vittorio Loreto,https://api.openalex.org/works?filter=author.id:A5070657345,40,254,IT,12414
https://openalex.org/A5091533231,Riccardo Di Clemente,https://api.openalex.org/works?filter=author.id:A5091533231,13,51,GB,641
https://openalex.org/A5091661935,Erick Elejalde,https://api.openalex.org/works?filter=author.id:A5091661935,7,24,DE,119
https://openalex.org/A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,CN,472587
https://openalex.org/A5086893629,Loreto Bravo,https://api.openalex.org/works?filter=author.id:A5086893629,18,61,CL,826
https://openalex.org/A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,29,167,DE,2310
https://openalex.org/A5029805143,Leo Ferres,https://api.openalex.org/works?filter=author.id:A5029805143,14,77,MX,692
https://openalex.org/A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,2,24,US,20
https://openalex.org/A5041993985,Bethany Hsiao,https://api.openalex.org/works?filter=author.id:A5041993985,0,1,US,0
https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,57,200,US,76312
https://openalex.org/A5068151130,Ronaldo Menezes,https://api.openalex.org/works?filter=author.id:A5068151130,17,245,BR,1670
https://openalex.org/A5068497573,Hugo Barbosa,https://api.openalex.org/works?filter=author.id:A5068497573,9,41,GB,1030
https://openalex.org/A5026914509,Hong-Yuan Mark Liao,https://api.openalex.org/works?filter=author.id:A5026914509,30,225,CN,8005
https://openalex.org/A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,CN,472587
https://openalex.org/A5029945844,Sonia Yeh,https://api.openalex.org/works?filter=author.id:A5029945844,32,184,SE,3602
https://openalex.org/A5032278939,Laurence Brandenberger,https://api.openalex.org/works?filter=author.id:A5032278939,5,30,CH,93
https://openalex.org/A5057650206,Frank Schweitzer,https://api.openalex.org/works?filter=author.id:A5057650206,47,452,CH,9141
https://openalex.org/A5090115852,Niklas Stoehr,https://api.openalex.org/works?filter=author.id:A5090115852,5,52,CH,73
https://openalex.org/A5089637526,Benjamin J. Radford,https://api.openalex.org/works?filter=author.id:A5089637526,5,26,US,115
https://openalex.org/A5061951606,Ryan Cotterell,https://api.openalex.org/works?filter=author.id:A5061951606,31,431,CH,3143
https://openalex.org/A5053043999,Aaron J. Schein,https://api.openalex.org/works?filter=author.id:A5053043999,16,18,US,775
https://openalex.org/A5021512695,Rémi Perrier,https://api.openalex.org/works?filter=author.id:A5021512695,1,1,FR,9
https://openalex.org/A5055313700,Dena G. Hernandez,https://api.openalex.org/works?filter=author.id:A5055313700,100,372,US,45761
https://openalex.org/A5027772279,Mariano G. Beiró,https://api.openalex.org/works?filter=author.id:A5027772279,8,31,AR,341
https://openalex.org/A5002960328,José Ignacio Alvarez-Hamelin,https://api.openalex.org/works?filter=author.id:A5002960328,11,76,AR,592
https://openalex.org/A5009316832,Dimitris Kotzinos,https://api.openalex.org/works?filter=author.id:A5009316832,11,91,FR,499
https://openalex.org/A5043770897,Kayla Duskin,https://api.openalex.org/works?filter=author.id:A5043770897,1,3,US,1
https://openalex.org/A5034833027,Kristen Engel,https://api.openalex.org/works?filter=author.id:A5034833027,1,1,US,14
https://openalex.org/A5053945884,Emma S. Spiro,https://api.openalex.org/works?filter=author.id:A5053945884,21,74,US,1426
https://openalex.org/A5005865945,Victoria Yantseva,https://api.openalex.org/works?filter=author.id:A5005865945,2,9,SE,16
https://openalex.org/A5019051904,Davide Vega,https://api.openalex.org/works?filter=author.id:A5019051904,11,61,SE,425
https://openalex.org/A5018392096,Matteo Magnani,https://api.openalex.org/works?filter=author.id:A5018392096,26,185,SE,2249
https://openalex.org/A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,CN,472587
https://openalex.org/A5055848169,Marius Sältzer,https://api.openalex.org/works?filter=author.id:A5055848169,2,8,DE,29
https://openalex.org/A5079177338,Lena Masch,https://api.openalex.org/works?filter=author.id:A5079177338,6,44,DE,84
https://openalex.org/A5023248855,Volker Straub,https://api.openalex.org/works?filter=author.id:A5023248855,83,443,US,28987
https://openalex.org/A5054138313,Jason Burton,https://api.openalex.org/works?filter=author.id:A5054138313,11,157,US,380
https://openalex.org/A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,CN,472587
https://openalex.org/A5022499603,Hao Chen,https://api.openalex.org/works?filter=author.id:A5022499603,156,11258,CN,178020
https://openalex.org/A5044033087,János Kertész,https://api.openalex.org/works?filter=author.id:A5044033087,62,419,AT,17110
https://openalex.org/A5005081904,Jia Lin Cheoh,https://api.openalex.org/works?filter=author.id:A5005081904,0,3,US,0
https://openalex.org/A5089865252,Sabine Brunswicker,https://api.openalex.org/works?filter=author.id:A5089865252,15,70,US,1679
https://openalex.org/A5083712374,Hammaad Adam,https://api.openalex.org/works?filter=author.id:A5083712374,2,6,US,22
https://openalex.org/A5025690046,Fang‐Fang Yin,https://api.openalex.org/works?filter=author.id:A5025690046,60,1313,CN,16555
https://openalex.org/A5006071289,Mary Y. Hu,https://api.openalex.org/works?filter=author.id:A5006071289,32,85,CN,2954
https://openalex.org/A5054432618,Neil A. Tenenholtz,https://api.openalex.org/works?filter=author.id:A5054432618,7,27,GB,473
https://openalex.org/A5033244104,Lorin Crawford,https://api.openalex.org/works?filter=author.id:A5033244104,13,93,GB,995
https://openalex.org/A5018151279,Lester Mackey,https://api.openalex.org/works?filter=author.id:A5018151279,25,185,GB,2513
https://openalex.org/A5030987696,Amir Ghasemian,https://api.openalex.org/works?filter=author.id:A5030987696,4,18,US,246
https://openalex.org/A5092810091,Miguel Rivera-Lanas,https://api.openalex.org/works?filter=author.id:A5092810091,0,1,US,0
https://openalex.org/A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,CN,472587
https://openalex.org/A5064290037,Robert West,https://api.openalex.org/works?filter=author.id:A5064290037,77,549,GB,27451
https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,57,200,US,76312
https://openalex.org/A5050101991,Martin Hilbert,https://api.openalex.org/works?filter=author.id:A5050101991,23,152,US,3647
https://openalex.org/A5019114043,A. N. Thakur,https://api.openalex.org/works?filter=author.id:A5019114043,4,8,US,419
https://openalex.org/A5064591138,Angelita Repetto,https://api.openalex.org/works?filter=author.id:A5064591138,1,4,US,1
https://openalex.org/A5070799203,Akira Hashimoto,https://api.openalex.org/works?filter=author.id:A5070799203,23,214,JP,2624
https://openalex.org/A5019172487,Sho Tsugawa,https://api.openalex.org/works?filter=author.id:A5019172487,10,110,JP,554
https://openalex.org/A5015126836,Keiichiro Tsukamoto,https://api.openalex.org/works?filter=author.id:A5015126836,2,13,JP,14
https://openalex.org/A5020916633,Anne Cathrine Linder,https://api.openalex.org/works?filter=author.id:A5020916633,4,20,DK,42
https://openalex.org/A5017444948,David Lusseau,https://api.openalex.org/works?filter=author.id:A5017444948,58,226,DK,11859
https://openalex.org/A5090663249,Diogo Pacheco,https://api.openalex.org/works?filter=author.id:A5090663249,6,33,GB,168
https://openalex.org/A5022550400,Christoffer Florczak,https://api.openalex.org/works?filter=author.id:A5022550400,2,12,DK,15
https://openalex.org/A5071351080,В.А. Семенова,https://api.openalex.org/works?filter=author.id:A5071351080,4,36,RU,44
https://openalex.org/A5077568477,Julian Winkler,https://api.openalex.org/works?filter=author.id:A5077568477,15,67,GB,2428
https://openalex.org/A5047385425,Nicholas R. Buttrick,https://api.openalex.org/works?filter=author.id:A5047385425,15,51,US,776
https://openalex.org/A5027772279,Mariano G. Beiró,https://api.openalex.org/works?filter=author.id:A5027772279,8,31,AR,341
https://openalex.org/A5039448366,Kyriaki Kalimeri,https://api.openalex.org/works?filter=author.id:A5039448366,17,76,IT,732
https://openalex.org/A5034550396,Brennan Klein,https://api.openalex.org/works?filter=author.id:A5034550396,12,60,US,2747
https://openalex.org/A5059787882,Michele Tizzoni,https://api.openalex.org/works?filter=author.id:A5059787882,26,100,IT,3302
https://openalex.org/A5002901620,Elisa Omodei,https://api.openalex.org/works?filter=author.id:A5002901620,8,42,AT,566
https://openalex.org/A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,39,303,DE,8505
https://openalex.org/A5049852179,Zoe Rahwan,https://api.openalex.org/works?filter=author.id:A5049852179,3,8,DE,47
https://openalex.org/A5000132505,Tamer Ajaj,https://api.openalex.org/works?filter=author.id:A5000132505,1,1,DE,1
https://openalex.org/A5044715532,Eric Dignum,https://api.openalex.org/works?filter=author.id:A5044715532,1,2,NL,5
https://openalex.org/A5023458007,Quinn Lanners,https://api.openalex.org/works?filter=author.id:A5023458007,0,3,US,1
https://openalex.org/A5060045780,Harsh Parikh,https://api.openalex.org/works?filter=author.id:A5060045780,8,69,GD,219
https://openalex.org/A5040468715,Cynthia Rudin,https://api.openalex.org/works?filter=author.id:A5040468715,42,349,US,9542
https://openalex.org/A5056559023,Alexander Volfovsky,https://api.openalex.org/works?filter=author.id:A5056559023,9,95,US,1105
https://openalex.org/A5069145017,David C. Page,https://api.openalex.org/works?filter=author.id:A5069145017,101,347,US,35224
https://openalex.org/A5010691256,Amy Smith,https://api.openalex.org/works?filter=author.id:A5010691256,11,42,US,5597
https://openalex.org/A5015998072,Alexandra Schroeder,https://api.openalex.org/works?filter=author.id:A5015998072,4,15,US,94
https://openalex.org/A5003767463,Michael B. Cook,https://api.openalex.org/works?filter=author.id:A5003767463,55,589,US,10728
https://openalex.org/A5040830236,Simon Colton,https://api.openalex.org/works?filter=author.id:A5040830236,26,230,GB,4550
https://openalex.org/A5080472003,Andrew Lippman,https://api.openalex.org/works?filter=author.id:A5080472003,29,156,US,6330
https://openalex.org/A5027406251,Nicolò Pagan,https://api.openalex.org/works?filter=author.id:A5027406251,2,19,CH,28
https://openalex.org/A5002061675,J. Baumann,https://api.openalex.org/works?filter=author.id:A5002061675,25,139,CH,2580
https://openalex.org/A5052313639,Ezzat Elokda,https://api.openalex.org/works?filter=author.id:A5052313639,1,5,CH,41
https://openalex.org/A5008392047,Giulia De Pasquale,https://api.openalex.org/works?filter=author.id:A5008392047,5,34,IT,59
https://openalex.org/A5078872704,Silverio Bolognani,https://api.openalex.org/works?filter=author.id:A5078872704,53,376,CH,11830
https://openalex.org/A5054630728,Anikó Hannák,https://api.openalex.org/works?filter=author.id:A5054630728,12,47,CH,1255
https://openalex.org/A5046878057,Jan O. Engler,https://api.openalex.org/works?filter=author.id:A5046878057,22,75,DE,2199
https://openalex.org/A5015963208,Sandipan Sikdar,https://api.openalex.org/works?filter=author.id:A5015963208,6,44,DE,133
https://openalex.org/A5071422618,Markus Strohmaier,https://api.openalex.org/works?filter=author.id:A5071422618,32,336,AT,4030
https://openalex.org/A5051740711,Maria Sahakyan,https://api.openalex.org/works?filter=author.id:A5051740711,1,1,AE,35
https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,11,31,AE,771
https://openalex.org/A5007282319,Talal Rahwan,https://api.openalex.org/works?filter=author.id:A5007282319,22,140,AE,2167
https://openalex.org/A5086827245,Ceren Budak,https://api.openalex.org/works?filter=author.id:A5086827245,17,86,US,1589
https://openalex.org/A5068626480,Natalie Jomini Stroud,https://api.openalex.org/works?filter=author.id:A5068626480,26,112,US,4917
https://openalex.org/A5029294803,Ashley Muddiman,https://api.openalex.org/works?filter=author.id:A5029294803,15,47,US,926
https://openalex.org/A5044060426,Caroline C. Murray,https://api.openalex.org/works?filter=author.id:A5044060426,2,2,US,211
https://openalex.org/A5090619385,Yujin Kim,https://api.openalex.org/works?filter=author.id:A5090619385,49,1121,KR,12082
https://openalex.org/A5018216693,Sarah Fagundes Grobe,https://api.openalex.org/works?filter=author.id:A5018216693,2,12,BR,30
https://openalex.org/A5079213654,Dilrukshi Gamage,https://api.openalex.org/works?filter=author.id:A5079213654,10,49,JP,324
https://openalex.org/A5046036512,Kazutoshi Sasahara,https://api.openalex.org/works?filter=author.id:A5046036512,25,174,JP,2208
https://openalex.org/A5043098893,Enboa Wu,https://api.openalex.org/works?filter=author.id:A5043098893,23,115,US,2232
https://openalex.org/A5088304530,Luca Luceri,https://api.openalex.org/works?filter=author.id:A5088304530,9,68,CH,380
https://openalex.org/A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,19,117,IT,1969
https://openalex.org/A5078699564,Emilio Ferrara,https://api.openalex.org/works?filter=author.id:A5078699564,51,395,US,13179
https://openalex.org/A5003185083,Andrew Beers,https://api.openalex.org/works?filter=author.id:A5003185083,17,75,US,1712
https://openalex.org/A5053945884,Emma S. Spiro,https://api.openalex.org/works?filter=author.id:A5053945884,21,74,US,1426
https://openalex.org/A5045033500,Antonio Desiderio,https://api.openalex.org/works?filter=author.id:A5045033500,2,10,IT,42
https://openalex.org/A5023767790,Anna Laura Mancini,https://api.openalex.org/works?filter=author.id:A5023767790,5,48,IT,252
https://openalex.org/A5091533231,Riccardo Di Clemente,https://api.openalex.org/works?filter=author.id:A5091533231,13,51,GB,641
https://openalex.org/A5048344653,Giulio Cimini,https://api.openalex.org/works?filter=author.id:A5048344653,20,114,IT,1637
https://openalex.org/A5087795032,Sadamori Kojaku,https://api.openalex.org/works?filter=author.id:A5087795032,9,24,US,288
https://openalex.org/A5086671142,Robert Mahari,https://api.openalex.org/works?filter=author.id:A5086671142,2,8,US,25
https://openalex.org/A5080550894,Sandro Claudio Lera,https://api.openalex.org/works?filter=author.id:A5080550894,6,47,CN,78
https://openalex.org/A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,88,591,US,42974
https://openalex.org/A5059236838,Yong‐Yeol Ahn,https://api.openalex.org/works?filter=author.id:A5059236838,33,170,US,9267
https://openalex.org/A5028701322,Maciej J. Dańko,https://api.openalex.org/works?filter=author.id:A5028701322,11,39,DE,545
https://openalex.org/A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,29,167,DE,2310
https://openalex.org/A5055543806,Xin Zhao,https://api.openalex.org/works?filter=author.id:A5055543806,43,640,CN,7760
https://openalex.org/A5015514276,Arpan Dutta,https://api.openalex.org/works?filter=author.id:A5015514276,9,49,US,255
https://openalex.org/A5042522236,Chico Q. Camargo,https://api.openalex.org/works?filter=author.id:A5042522236,7,30,GB,241
https://openalex.org/A5002805005,Susan Banducci,https://api.openalex.org/works?filter=author.id:A5002805005,24,124,GB,3283
https://openalex.org/A5007166081,Ichiro Sakata,https://api.openalex.org/works?filter=author.id:A5007166081,34,127,JP,4646
https://openalex.org/A5067094699,Kimitaka Asatani,https://api.openalex.org/works?filter=author.id:A5067094699,5,48,JP,93
https://openalex.org/A5044149153,Tetsuji Miura,https://api.openalex.org/works?filter=author.id:A5044149153,62,756,JP,14259
